code,ergp_line_item,mda_code,agency,mother_ministry,amount,alignment,confidence,reason,mandate_deviation_score
ERGP28238775,"PROVISION OF DRAINAGES IN SELECTED COMMUNITIES ACROSS ANKPA SURBURBS IN ANKPA LOCAL GOVERNMENT AREA, KOGI STATE",227002001,INDUSTRIAL ARBITRATION PANEL,,70000000.0,NO,HIGH,"Providing drainage infrastructure in communities falls under public works and local development, which has no connection to the Industrial Arbitration Panel's mandate of adjudicating industrial disputes and labor relations.",100
ERGP28238837,"DRILLING OF MOTORISED BOREHOLE AT OGBA AYO AREA, OPPOSITE BAKERY IN OKEODE IFELODUN LGA, KWARA STATE.",227002001,INDUSTRIAL ARBITRATION PANEL,,4360747.0,NO,HIGH,Drilling motorised boreholes is infrastructure development work that falls completely outside the Industrial Arbitration Panel's mandate to adjudicate industrial disputes and resolve employer-worker conflicts through arbitration.,100
ERGP29174724,DIGITALISATION OF IAP'S OPERATIONS/PROVISION OF ICT EQUIPMENT FOR BUDGET PREPARATION,227002001,INDUSTRIAL ARBITRATION PANEL,,15402786.0,YES,HIGH,"Digitalizing IAP's operations and providing ICT equipment directly supports the agency's core functions of conducting arbitration hearings, examining evidence, issuing binding awards, and providing expedited dispute resolution services.",0
ERGP29238838,"SUPPLY OF COMPUTERS TO STUDENTS ACROSS ETINAN/NSIT IBOM/NSIT UBIUM FEDERAL CONSTITUENCY, AKWA IBOM STATE",227002001,INDUSTRIAL ARBITRATION PANEL,,18333000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes and promote labor relations, which has no connection to supplying computers to students in a federal constituency.",100
ERGP29238840,"SUPPLY OF COMPUTERS TO SELECTED STUDENTS IN COMMUNITIES IN BIRNIN KUDU/BUJI, FEDERAL CONSTITUENCY, JIGAWA STATE.",227002001,INDUSTRIAL ARBITRATION PANEL,,6111000.0,NO,HIGH,Supplying computers to students in a specific constituency is an education/community development activity that has no connection to the Industrial Arbitration Panel's mandate of adjudicating industrial disputes and resolving employer-worker conflicts.,100
ERGP30189616,"MONITORING AND EVALUATION OF CAPITAL PROJECTS AND PROGRAMMES, INCLUDING NEEDS/IMPACT ASSESSMENT VISITS TO ZONAL OFFICES.",227002001,INDUSTRIAL ARBITRATION PANEL,,10815000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is exclusively focused on adjudicating industrial disputes through arbitration, and monitoring/evaluating capital projects falls outside this specialized tribunal function.",100
ERGP30189630,EMPOWERMENT AND DEVELOPMENT PROGRAMME FOR THE PANEL'S STAFF TO BUILD AND EQUIP THEM FOR THE PURPOSE OF ATTAINING THE MANDATE OF THE AGENCY,227002001,INDUSTRIAL ARBITRATION PANEL,,22855000.0,YES,HIGH,"Staff empowerment and development directly supports the agency's core mandate by building capacity needed to effectively adjudicate industrial disputes, conduct hearings, and issue binding awards.",0
ERGP30238742,"GRANT FOR INDEGENT OF YOBE NORTH SENSTORIAL DISTRICT
",227002001,INDUSTRIAL ARBITRATION PANEL,,105000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is to adjudicate industrial disputes and promote labor relations, not to provide grants for indigent people in specific senatorial districts, which falls outside their statutory functions entirely.",100
ERGP30238770,"TRAINING OF WOMEN AND YOUTHS IN A SELECTED AREA IN ENUGU EAST SENATORIAL DISTRICT, ENUGU STATE",227002001,INDUSTRIAL ARBITRATION PANEL,,35000000.0,NO,HIGH,Training women and youths in Enugu East Senatorial District is a capacity building/skills development program that falls outside the Industrial Arbitration Panel's specialized mandate of adjudicating industrial disputes and resolving employer-worker conflicts through arbitration.,100
ERGP30238787,PROVISION OF UTILITY VEHICLES (NIGERIAN USED) FOR YOUTHS IN ANKPA LOCAL GOVERNMENT AREA KOGI STATE.,227002001,INDUSTRIAL ARBITRATION PANEL,,70000000.0,NO,HIGH,Providing utility vehicles for youths in a specific local government area has no connection to the Industrial Arbitration Panel's core mandate of adjudicating industrial disputes and resolving employer-worker conflicts through arbitration.,100
ERGP30238803,"SUPPLY OF ELECTRIC TRICYCLE TO YOUTHS IN IDO EKITI
",227002001,INDUSTRIAL ARBITRATION PANEL,,280000000.0,NO,HIGH,Supplying electric tricycles to youths in Ido Ekiti is a youth empowerment/transportation initiative that falls completely outside the Industrial Arbitration Panel's core mandate of adjudicating industrial disputes between employers and workers.,100
ERGP30238814,"SUPPLY OF EMPOWERMENT ITEMS TO YOUTH AND WOMEN IN SELECTED LOCATIONS IN IKONO/INI FEDERAL CONSTITUENCY, AKWA IBOM STATE.",227002001,INDUSTRIAL ARBITRATION PANEL,,140000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes and resolve employer-worker conflicts, not to provide empowerment items or conduct development programs for youth and women in specific constituencies.",100
ERGP30238818,"PROVISION OF TRANSFORMATIONAL TRAINING AND EMPOWERMENT TO DEPRIVED PEOPLE IN ENUGU EAST/ISI-UZO FED CONST, ENUGU STATE (MULTILOTS)",227002001,INDUSTRIAL ARBITRATION PANEL,,140000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes and promote labor relations harmony, not to provide transformational training and empowerment programs to deprived people in specific constituencies.",100
ERGP30238823,AGRICULTURAL GRANT TO WIDOWS AND PHYSICALLY CHALLENGED IN AKAMKPA/BIASE FED CONST. CROSS RIVER,227002001,INDUSTRIAL ARBITRATION PANEL,,35000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes and labor conflicts, not to provide agricultural grants or social welfare assistance to widows and physically challenged individuals.",100
ERGP30238826,"PEACE AND CONFLICT RESOLUTION IN AKAMKPA/BIASE FEDERAL CONSTITUENCY, CROSS RIVER STATE",227002001,INDUSTRIAL ARBITRATION PANEL,,28000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically limited to adjudicating industrial disputes between employers and workers, not general peace and conflict resolution in geographical constituencies.",100
ERGP30238830,"SUPPLY OF RICE TO THE PEOPLE OF APA/AGATU FEDERAL CONSTITUENCY, BENUE STATE",227002001,INDUSTRIAL ARBITRATION PANEL,,70000000.0,NO,HIGH,Supplying rice to a specific federal constituency is completely outside the Industrial Arbitration Panel's mandate of adjudicating industrial disputes and labor conflicts.,100
ERGP30238832,"PROVISION OF EMPOWERMENT MATERIALS IN UNGUWAR FULANI, MANA, GIDAN DAHALA IN SOKOTO",227002001,INDUSTRIAL ARBITRATION PANEL,,14605137.0,NO,HIGH,Providing empowerment materials in specific villages in Sokoto falls outside the Industrial Arbitration Panel's specialized mandate of adjudicating industrial disputes between employers and workers through arbitration proceedings.,100
ERGP30238833,"PROVISION OF EMPOWERMENT MATERIALS I.E MOTORCYCLES TO BARIKI AREA IN KOGI
",227002001,INDUSTRIAL ARBITRATION PANEL,,7000000.0,NO,HIGH,Providing motorcycles to a specific geographical area in Kogi State has no connection to the Industrial Arbitration Panel's specialized mandate of adjudicating industrial disputes and resolving employer-worker conflicts through arbitration.,100
ERGP30238834,SUPPLY AND DISTRIBUTION OF EMPLOYMENT MATERIALS I.E (DIGITAL CAMERAS) TO YOUTH IN OTUKPO-ICHO VILLAGE OF OTUKPO LOCAL GOVERNMENT AREA OF BENUE,227002001,INDUSTRIAL ARBITRATION PANEL,,7000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is strictly focused on adjudicating industrial disputes and labor arbitration, not on supplying employment materials or youth empowerment programs in local communities.",100
ERGP30238836,SUPPLY OF EMPOWERMENT MATERIAL I.E MOTORCYCLES TO YOUTH AND WOMEN IN UNGUWAR FULANI AND IDDI AREAS OF SOKOTO.,227002001,INDUSTRIAL ARBITRATION PANEL,,7000000.0,NO,HIGH,Supplying motorcycles for youth and women empowerment in specific areas of Sokoto is completely outside the Industrial Arbitration Panel's core mandate of adjudicating industrial disputes and resolving employer-worker conflicts through arbitration.,100
ERGP30238923,"TRAINING AND EMPOWERMENT OF YOUTHS AND WOMEN ON ICT AS A TOOL FOR ECONOMIC EMPOWERMENT IN ENUGU EAST SENATORIAL DISTRICT, ENUGU STATE.",227002001,INDUSTRIAL ARBITRATION PANEL,,70000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes and promote labor relations harmony, not to conduct ICT training and empowerment programs for youths and women.",100
ERGP30238924,"SUPPLY OF FERTILIZERS TO FARMERS IN ENUGU EAST SENATORIAL DISTRICT, ENUGU STATE",227002001,INDUSTRIAL ARBITRATION PANEL,,28000000.0,NO,HIGH,Supply of fertilizers to farmers is an agricultural development activity that has no connection to the Industrial Arbitration Panel's mandate of adjudicating industrial disputes between employers and workers.,100
ERGP30238926,"TRAINING AND EMPOWERMENT OF YOUTHS AND WOMEN ON ICT AS A TOOL FOR ECONOMIC EMPOWERMENT IN ENUGU EAST SENATORIAL DISTRICT, ENUGU STATE",227002001,INDUSTRIAL ARBITRATION PANEL,,70000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically focused on adjudicating industrial disputes and labor conflicts, not providing ICT training and empowerment programs for youths and women.",100
ERGP30238927,"TRAINING AND EMPOWERMENT OF YOUTHS ON TECHNICAL SKILLS IN ENUGU EAST SENATORIAL DISTRICT, ENUGU STATE",227002001,INDUSTRIAL ARBITRATION PANEL,,35000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes and resolve employer-worker conflicts, not to provide youth training or skills development programs in specific geographic locations.",100
ERGP30238929,"SUPPLY OF FARM IMPLEMENTS IN ENUGU EAST SENATORIAL DISTRICT
",227002001,INDUSTRIAL ARBITRATION PANEL,,70000000.0,NO,HIGH,Supply of farm implements is completely unrelated to the Industrial Arbitration Panel's core mandate of adjudicating industrial disputes and labor conflicts between employers and workers.,100
ERGP30238930,"PROVISION OF FOOD GRAINS FOR PEOPLE OF KWARA CENTRAL SENATORIAL DISTRICT
",227002001,INDUSTRIAL ARBITRATION PANEL,,140000000.0,NO,HIGH,Providing food grains to a specific senatorial district is a social welfare/agricultural program that falls completely outside the Industrial Arbitration Panel's specialized mandate of adjudicating industrial disputes between employers and workers.,100
ERGP30238931,PROVISION OF MINI BUSES FOR INDIGENT INDIVIDUALS AND UNEMPLOYED YOUTHS IN BAYELSA EAST SENATORIAL DISTRICT,227002001,INDUSTRIAL ARBITRATION PANEL,,35000000.0,NO,HIGH,Providing mini buses for indigent individuals and unemployed youths in a specific senatorial district is a social welfare program that falls outside the Industrial Arbitration Panel's specialized mandate of adjudicating industrial disputes between employers and workers.,100
ERGP30238932,SUPPLY AND EMPOWERMENT OF INDIGENES IN KWARA SOUTH SENATORIAL DISTRICT WITH ENTREPRENEURSHIP ITEMS,227002001,INDUSTRIAL ARBITRATION PANEL,,175000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically limited to adjudicating industrial disputes and labor conflicts, not providing entrepreneurship supplies or empowerment programs to specific geographic constituencies.",100
ERGP30238933,SUPPLY AND EQUIPPING OF SKILL ACQUISITION CENTRES IN KWARA SOUTH WITH STATE-OF- THE-ART EQUIPMENT FOR TECHNICAL AND ARTISANAL TRAINING,227002001,INDUSTRIAL ARBITRATION PANEL,,175000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes and promote labor relations harmony, not to supply equipment or operate skill acquisition centers for technical training.",100
ERGP30238934,FABRICATION AND EQUIPPING OF LECTURE HALL FOR SELECTED TERTIARY INSTITUTIONS IN SOUTHERN STATES (LOT 1-5),227002001,INDUSTRIAL ARBITRATION PANEL,,1750000000.0,NO,HIGH,Fabricating and equipping lecture halls for tertiary institutions is an educational infrastructure project that falls completely outside the Industrial Arbitration Panel's mandate of adjudicating industrial disputes and resolving employer-worker conflicts.,100
ERGP30238936,"DISTRIBUTION OF EMPOWERMENT ITEMS TO ARTISANS IN ODI-OLOWO/ OJUWOYE COMMUNITIES, MUSHIN1 FEDERAL CONSTITUENCY",227002001,INDUSTRIAL ARBITRATION PANEL,,140000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes through arbitration and promote labor relations, not to distribute empowerment items or engage in community development activities.",100
ERGP30238937,SUPPLY OF EMPOWERMENT MATERIALS FOR AGED MEN AND WOMEN IN BAYELSA EAST SENATORIAL DISTRICT,227002001,INDUSTRIAL ARBITRATION PANEL,,35000000.0,NO,HIGH,"The Industrial Arbitration Panel's mandate is specifically to adjudicate industrial disputes and promote labor relations, not to provide empowerment materials or social welfare services to elderly citizens in specific senatorial districts.",100
ERGP30238944,TRAINING AND EMPOWERMENT OF YOUTHS AND WIDOWS ON CATERING AND SEWING BUSINESS IN AMUWO ODOFIN FEDERAL CONSTITUENCY,227002001,INDUSTRIAL ARBITRATION PANEL,,70000000.0,NO,HIGH,Training youths and widows in catering and sewing businesses is a vocational skills development program that falls outside the Industrial Arbitration Panel's specialized mandate of adjudicating industrial disputes between employers and workers through arbitration.,100
ERGP3114910,ARBITRATION AND QUASI JUDICIAL FUNCTIONS : INTERFACE WITH STAKEHOLDERS DISPUTANTS AND INTERNATIONAL COLLABORATION.,227002001,INDUSTRIAL ARBITRATION PANEL,,28554728.0,YES,HIGH,This budget item directly supports the agency's core mandate to adjudicate industrial disputes through arbitration while enabling necessary stakeholder engagement and international best practice collaboration for effective dispute resolution.,0
ERGP16234094,CAPACITY BUILDING FOR ORGANISED LABOUR LEADDER ON THE PRESIDENT 8 POINT AGENDA IN 6 GEO POLITICAL ZONES,227003001,MICHAEL IMODU INSTITUTE OF LABOUR STUDIES,,28000000.0,YES,HIGH,"This budget item directly aligns with the agency's core mandate to provide specialized training for trade union leaders and organized labour, which falls under statutory functions (b) and (c) for training trade union leaders and labor organizers.",0
ERGP23229908,CONTINUATION/COMPLETION OF CONSTRUCTION OF NEW ADMINISTRATIVE/RECEPTION BLOCK,227003001,MICHAEL IMODU INSTITUTE OF LABOUR STUDIES,,119000000.0,YES,HIGH,"Construction of administrative and reception facilities is necessary infrastructure to support the institute's core functions of providing labor education, training, and research services.",0
ERGP23229911,"CONTINUATION OF REHABILITATION OF HOSTELS INCLUDING CHANGING OF DILAPIDATED DOORS AND WINDOWS, PAINTING OF INTERNAL AND EXTERNAL WALL",227003001,MICHAEL IMODU INSTITUTE OF LABOUR STUDIES,,49000000.0,YES,HIGH,"Rehabilitating hostels directly supports the institute's core mandate to provide residential training facilities for trade union leaders, labor officials, and other participants in their specialized labor education and capacity building programs.",0
ERGP23229916,PURCHASE OF 24 SEATER BUS AND REFURBISHING OF DILAPIDATED MOTOR VEHICLES FOR ROAD WORTHINESS,227003001,MICHAEL IMODU INSTITUTE OF LABOUR STUDIES,,101500000.0,PARTIAL,MEDIUM,"While transportation vehicles could support the institute's training and outreach activities to various locations for labor education programs, the budget item lacks clear connection to the core educational and research mandate and may be better justified with specific program delivery requirements.",50
